gene_id,gene_type,gene_short_name,merged_logit_coeff
ENSMUSG00000059456.13,protein_coding,Ptk2b,0.022918106010849627
ENSMUSG00000020131.14,protein_coding,Pcsk4,0.02291607624093648
ENSMUSG00000026399.12,protein_coding,Cd55,0.02291595214943453
ENSMUSG00000003545.3,protein_coding,Fosb,0.022908472573300226
ENSMUSG00000031512.15,protein_coding,Tex29,0.022897232230796153
ENSMUSG00000029369.17,protein_coding,Afm,0.022883287670166667
ENSMUSG00000066150.12,protein_coding,Slc31a1,0.022881093866653098
ENSMUSG00000048485.12,protein_coding,Zbtb8b,0.022878625313497134
ENSMUSG00000020087.4,protein_coding,Tysnd1,0.022875031779790358
ENSMUSG00000030688.15,protein_coding,Stard10,0.02285534642094652
ENSMUSG00000043592.15,protein_coding,Unc5cl,0.022844204010263495
ENSMUSG00000008690.15,protein_coding,Ncaph2,0.022839563988545385
ENSMUSG00000004837.2,protein_coding,Grap,0.022836527662701743
ENSMUSG00000054293.10,protein_coding,A630033H20Rik,0.0228355895753119
ENSMUSG00000033361.13,protein_coding,Prrg3,0.022834354281428285
ENSMUSG00000030107.10,protein_coding,Usp18,0.022834223804522703
ENSMUSG00000040113.14,protein_coding,Mettl11b,0.022831416814704304
ENSMUSG00000062743.9,protein_coding,Zfp677,0.02282847016456975
ENSMUSG00000079605.4,protein_coding,Zbtb9,0.02282384500323933
ENSMUSG00000072720.9,protein_coding,Myo18b,0.022818298488696348
ENSMUSG00000068323.12,protein_coding,Slc4a5,0.022818295392892568
ENSMUSG00000033849.3,protein_coding,B3galt2,0.022794688450688334
ENSMUSG00000012350.15,protein_coding,Ehf,0.022792615022941075
ENSMUSG00000029423.10,protein_coding,Piwil1,0.022785702765842412
ENSMUSG00000078566.8,protein_coding,Bnip3,0.022782267063690798
ENSMUSG00000031489.15,protein_coding,Adrb3,0.02278150300300576
ENSMUSG00000029055.17,protein_coding,Plch2,0.022779827878752094
ENSMUSG00000026241.5,protein_coding,Nppc,0.02277869373133095
ENSMUSG00000025176.14,protein_coding,Hoga1,0.022778242577984536
ENSMUSG00000033170.14,protein_coding,Card10,0.022776305861025792
ENSMUSG00000004347.16,protein_coding,Pde1c,0.022769946050206
ENSMUSG00000033006.9,protein_coding,Sox10,0.022762988153465953
ENSMUSG00000056987.7,protein_coding,Fam71d,0.022757211179201986
ENSMUSG00000048878.6,protein_coding,Hexim1,0.022740891277154836
ENSMUSG00000059149.17,protein_coding,Mfsd4a,0.0227394762914886
ENSMUSG00000071078.6,protein_coding,Nr2c2ap,0.022731810658481413
ENSMUSG00000090877.3,protein_coding,Hspa1b,0.022731763360377043
ENSMUSG00000090210.7,protein_coding,Itga10,0.022721805312776597
ENSMUSG00000044617.7,protein_coding,Zbtb39,0.022720862105507996
ENSMUSG00000025105.9,protein_coding,Bnc1,0.022720732023994654
ENSMUSG00000029918.9,protein_coding,Mrps33,0.022717802247264534
ENSMUSG00000034259.7,protein_coding,Exosc4,0.02270383911765363
ENSMUSG00000106631.1,protein_coding,Gm42669,0.022680510391137457
ENSMUSG00000045545.8,protein_coding,Krt14,0.022678393801410613
ENSMUSG00000069476.13,protein_coding,Zfp616,0.022675527495185022
ENSMUSG00000058624.12,protein_coding,Gda,0.02265567791633055
ENSMUSG00000019326.14,protein_coding,Aoc3,0.022654693526496933
ENSMUSG00000074811.2,protein_coding,Hps6,0.02265260778085128
ENSMUSG00000041986.16,protein_coding,Elmod1,0.022629910620227584
ENSMUSG00000039187.16,protein_coding,Fanci,0.02262816815724444
ENSMUSG00000074300.4,protein_coding,BC030870,0.022621888501146034
ENSMUSG00000033099.9,protein_coding,Nol12,0.022598410969879586
ENSMUSG00000030994.15,protein_coding,D7Ertd443e,0.022597163904304933
ENSMUSG00000071636.6,protein_coding,Rimbp3,0.02258993305409599
ENSMUSG00000030699.16,protein_coding,Tbx6,0.022589484245101255
ENSMUSG00000048281.8,protein_coding,Dleu7,0.022584420041477545
ENSMUSG00000034487.4,protein_coding,Kdelc2,0.022583095368515663
ENSMUSG00000029816.10,protein_coding,Gpnmb,0.022581384330102212
ENSMUSG00000040133.2,protein_coding,Gpr176,0.022579100240948908
ENSMUSG00000052675.11,protein_coding,Zfp112,0.022559897662781978
ENSMUSG00000064284.12,protein_coding,Cdpf1,0.0225586421044732
ENSMUSG00000050821.13,protein_coding,Fam131a,0.022556637540090352
ENSMUSG00000026525.9,protein_coding,Opn3,0.022548386537569617
ENSMUSG00000034401.16,protein_coding,Spata6,0.022540003820950758
ENSMUSG00000089984.7,protein_coding,Fbxo24,0.022539195338623523
ENSMUSG00000005204.12,protein_coding,Senp3,0.022529111324936048
ENSMUSG00000021275.15,protein_coding,Tecpr2,0.02252378061685513
ENSMUSG00000038903.13,protein_coding,Ccdc68,0.022520803198257434
ENSMUSG00000031879.14,protein_coding,Fam96b,0.02251578201338198
ENSMUSG00000034353.14,protein_coding,Ramp1,0.022513903432900672
ENSMUSG00000045980.13,protein_coding,Tmem104,0.0225105402063338
ENSMUSG00000030879.10,protein_coding,Mrpl17,0.02247728851392434
ENSMUSG00000034810.7,protein_coding,Scn7a,0.02247217752759473
ENSMUSG00000074884.12,protein_coding,Serf2,0.02247030192614873
ENSMUSG00000023048.13,protein_coding,Prr13,0.02246733034019739
ENSMUSG00000020024.6,protein_coding,Cep83,0.022462083389223512
ENSMUSG00000015536.14,protein_coding,Mocs2,0.02244227812693749
ENSMUSG00000014748.13,protein_coding,Tex261,0.02243895587496365
ENSMUSG00000017747.13,protein_coding,Ghdc,0.022431585345568338
ENSMUSG00000021591.7,protein_coding,Glrx,0.022419259718977028
ENSMUSG00000063687.3,protein_coding,Pcdhb5,0.022419252252772606
ENSMUSG00000037379.7,protein_coding,Spon2,0.022417854342911974
ENSMUSG00000022450.5,protein_coding,Ndufa6,0.02241118658201544
ENSMUSG00000029486.13,protein_coding,Mrpl1,0.02241035759984105
ENSMUSG00000025792.9,protein_coding,Slc25a10,0.02239609472945628
ENSMUSG00000028860.13,protein_coding,Sytl1,0.022395302835927455
ENSMUSG00000038848.14,protein_coding,Ythdf1,0.022386768432100843
ENSMUSG00000058690.14,protein_coding,Ccser2,0.022368330175451256
ENSMUSG00000041358.1,protein_coding,Nutm1,0.022347276480244697
ENSMUSG00000090659.8,protein_coding,Zfp493,0.022344191035145147
ENSMUSG00000087166.9,protein_coding,L1td1,0.022338098816678316
ENSMUSG00000005045.16,protein_coding,Chd5,0.022324289679307267
ENSMUSG00000070425.12,protein_coding,Xntrpc,0.02232173939525513
ENSMUSG00000068099.4,protein_coding,1500009C09Rik,0.022309298480632823
ENSMUSG00000053553.11,protein_coding,3110082I17Rik,0.02230011207028336
ENSMUSG00000060240.12,protein_coding,Cend1,0.02227929779912344
ENSMUSG00000041079.11,protein_coding,Rwdd2b,0.02227755831066693
ENSMUSG00000036123.6,protein_coding,Slc9a3,0.022272164509537506
ENSMUSG00000026941.16,protein_coding,Mamdc4,0.02224862204427175
ENSMUSG00000040373.12,protein_coding,Cacng5,0.022236823750804154
ENSMUSG00000035916.7,protein_coding,Ptprq,0.02223610102148504
ENSMUSG00000044086.8,protein_coding,Lmod3,0.02223354063593127
ENSMUSG00000105340.4,protein_coding,Gm42878,0.022231115730020033
ENSMUSG00000103567.1,protein_coding,Pcdhga5,0.022229849686327005
ENSMUSG00000031591.14,protein_coding,Asah1,0.02222921857462633
ENSMUSG00000030357.10,protein_coding,Fkbp4,0.022224289328413367
ENSMUSG00000054612.4,protein_coding,Mgmt,0.022219987512289003
ENSMUSG00000021116.9,protein_coding,Eif2s1,0.022205470779169845
ENSMUSG00000032948.10,protein_coding,Lipi,0.022190466239059754
ENSMUSG00000042349.13,protein_coding,Ikbke,0.022187957154495792
ENSMUSG00000028563.16,protein_coding,Tm2d1,0.02218603226663992
ENSMUSG00000075420.6,protein_coding,Smim6,0.02218562133584587
ENSMUSG00000026830.9,protein_coding,Ermn,0.022177678871262277
ENSMUSG00000042821.7,protein_coding,Snai1,0.0221626354890064
ENSMUSG00000036737.12,protein_coding,Oxsr1,0.022158813966229676
ENSMUSG00000051037.15,protein_coding,Zfp455,0.02215504620477645
ENSMUSG00000020810.5,protein_coding,Cygb,0.022153717673615323
ENSMUSG00000031170.14,protein_coding,Slc38a5,0.022136530953888657
ENSMUSG00000027650.12,protein_coding,Tti1,0.02212270259684637
ENSMUSG00000038524.13,protein_coding,Fchsd1,0.022111258761397534
ENSMUSG00000038690.15,protein_coding,Atp5j2,0.022099299586898456
ENSMUSG00000049960.3,protein_coding,Mrps16,0.022094051609620857
ENSMUSG00000041632.5,protein_coding,Mrps27,0.022092076957155142
ENSMUSG00000034683.12,protein_coding,Ppp1r1c,0.02209034129178186
ENSMUSG00000064023.4,protein_coding,Klk8,0.02208752866483834
ENSMUSG00000006095.12,protein_coding,Tbcb,0.022082611322989765
ENSMUSG00000046607.6,protein_coding,Hrk,0.02207410389206532
ENSMUSG00000000088.7,protein_coding,Cox5a,0.022067751362703714
ENSMUSG00000040287.9,protein_coding,Stac3,0.022060728307340648
ENSMUSG00000044783.16,protein_coding,Hjurp,0.022059649933884557
ENSMUSG00000098650.1,protein_coding,Gm28048,0.0220430718446529
ENSMUSG00000039480.14,protein_coding,Nt5dc1,0.022029720198880446
ENSMUSG00000042529.14,protein_coding,Kcnj12,0.02202808637582438
ENSMUSG00000044206.3,protein_coding,Vsig4,0.0220097603833162
ENSMUSG00000031770.16,protein_coding,Herpud1,0.022005214739484392
ENSMUSG00000003476.16,protein_coding,Crhr2,0.02200197042856382
ENSMUSG00000001739.14,protein_coding,Cldn15,0.021996131798344948
ENSMUSG00000071235.11,protein_coding,Vrtn,0.021994246568858074
ENSMUSG00000032288.9,protein_coding,Imp3,0.02199352708049203
ENSMUSG00000022554.6,protein_coding,Hgh1,0.02198812277419824
ENSMUSG00000068523.12,protein_coding,Gng5,0.021982631293914444
ENSMUSG00000025016.10,protein_coding,Tm9sf3,0.021972905921973318
ENSMUSG00000023911.12,protein_coding,Flywch2,0.021971868569873113
ENSMUSG00000022504.9,protein_coding,Ciita,0.021967012342213304
ENSMUSG00000107705.1,protein_coding,Gm45062,0.021966691130202526
ENSMUSG00000050783.4,protein_coding,Htr1f,0.021943753489802726
ENSMUSG00000045362.8,protein_coding,Tnfrsf26,0.02194305226773353
ENSMUSG00000029636.10,protein_coding,Wasf3,0.02193230154749767
ENSMUSG00000032718.4,protein_coding,Mansc1,0.02191990075357594
ENSMUSG00000026974.11,protein_coding,Zmynd19,0.021918853865168453
ENSMUSG00000016256.10,protein_coding,Ctsz,0.021917215543611254
ENSMUSG00000028758.12,protein_coding,Kif17,0.021900129922898
ENSMUSG00000043659.11,protein_coding,Npsr1,0.02189770682550483
ENSMUSG00000064329.13,protein_coding,Scn1a,0.02189648482898633
ENSMUSG00000049436.4,protein_coding,Upk1b,0.021885520440313132
ENSMUSG00000024521.7,protein_coding,Pmaip1,0.021867083873972758
ENSMUSG00000036977.8,protein_coding,Anapc10,0.021864959932828013
ENSMUSG00000057037.8,protein_coding,Cfhr1,0.02186467587748899
ENSMUSG00000020089.8,protein_coding,Ppa1,0.021862240199280517
ENSMUSG00000031382.14,protein_coding,Asb11,0.021861683079814353
ENSMUSG00000074817.2,protein_coding,Papolb,0.021856615869072893
ENSMUSG00000091604.2,protein_coding,Gm17349,0.021851030409062458
ENSMUSG00000042985.7,protein_coding,Upk3b,0.021843911487557946
ENSMUSG00000048304.8,protein_coding,Slitrk3,0.021824587228237952
ENSMUSG00000040424.15,protein_coding,Hipk4,0.021818244397442944
ENSMUSG00000007946.11,protein_coding,Phox2a,0.02181105173637778
ENSMUSG00000025946.13,protein_coding,Pth2r,0.021769780696967334
ENSMUSG00000005611.15,protein_coding,Mrvi1,0.021766874053743487
ENSMUSG00000078607.5,protein_coding,1810010H24Rik,0.02176579786222486
ENSMUSG00000003153.10,protein_coding,Slc2a3,0.02176463446916536
ENSMUSG00000032372.14,protein_coding,Plscr2,0.021764551750750004
ENSMUSG00000030486.9,protein_coding,Zfp108,0.021759902827434126
ENSMUSG00000046719.7,protein_coding,Nxph3,0.02174189743095522
ENSMUSG00000017188.3,protein_coding,Coa3,0.02173938907577373
ENSMUSG00000090115.7,protein_coding,Usp49,0.021738523046287858
ENSMUSG00000000732.8,protein_coding,Icosl,0.021734421551816374
ENSMUSG00000032356.12,protein_coding,Rasgrf1,0.021732849669719938
ENSMUSG00000027224.14,protein_coding,Duoxa1,0.02171993346179373
ENSMUSG00000045008.1,protein_coding,9030612E09Rik,0.0217053918325315
ENSMUSG00000027099.9,protein_coding,Mtx2,0.021695592630872174
ENSMUSG00000015702.13,protein_coding,Anxa9,0.021684476262006265
ENSMUSG00000066721.3,protein_coding,Zfp575,0.02168272365522833
ENSMUSG00000022142.7,protein_coding,Nup155,0.021675014246548614
ENSMUSG00000025956.10,protein_coding,Mettl21a,0.02167284632823653
ENSMUSG00000026037.14,protein_coding,Orc2,0.02166976340611436
ENSMUSG00000078488.1,protein_coding,Gm10945,0.021663934310928022
ENSMUSG00000036478.7,protein_coding,Btg1,0.02166281680995176
ENSMUSG00000000759.14,protein_coding,Tubgcp3,0.02165934992609369
ENSMUSG00000043895.6,protein_coding,S1pr2,0.021652865178944897
ENSMUSG00000001082.12,protein_coding,Mfsd10,0.02164315542812366
ENSMUSG00000063236.5,protein_coding,1110038F14Rik,0.021640379989732048
ENSMUSG00000030942.8,protein_coding,Thumpd1,0.021623894070561506
ENSMUSG00000014776.7,protein_coding,Nol3,0.021623838390766197
ENSMUSG00000090958.2,protein_coding,Lrrc32,0.021611222870499474
ENSMUSG00000061983.6,protein_coding,Rps12,0.02160662044340741
ENSMUSG00000051735.7,protein_coding,Rinl,0.021594688920251296
ENSMUSG00000039164.2,protein_coding,Naif1,0.0215926860806255
ENSMUSG00000032595.10,protein_coding,Cdhr4,0.021584382512198658
ENSMUSG00000044177.4,protein_coding,Wfikkn2,0.021567593147425387
ENSMUSG00000022571.8,protein_coding,Pycrl,0.021565238025343863
ENSMUSG00000024749.8,protein_coding,Tmc1,0.021563128556349953
ENSMUSG00000007029.16,protein_coding,Vars,0.02155410408661537
ENSMUSG00000042502.10,protein_coding,Cd2bp2,0.021541739195173035
ENSMUSG00000006585.3,protein_coding,Cdt1,0.02153959045486941
ENSMUSG00000070704.10,protein_coding,Ugt2b36,0.021520274344748874
ENSMUSG00000020171.7,protein_coding,Yeats4,0.02151179745792156
ENSMUSG00000024260.13,protein_coding,Sap130,0.021508483463490984
ENSMUSG00000031939.16,protein_coding,Taf1d,0.02149269232417677
ENSMUSG00000037225.13,protein_coding,Fgf2,0.021489708643751923
ENSMUSG00000006269.7,protein_coding,Atp6v1b1,0.021484325797181996
ENSMUSG00000041360.7,protein_coding,Pum3,0.021476058501317667
ENSMUSG00000020936.8,protein_coding,Nmt1,0.021469910245146943
ENSMUSG00000049922.8,protein_coding,Slc35c1,0.021456909948753447
ENSMUSG00000031026.15,protein_coding,Trim66,0.021439143942141737
ENSMUSG00000070385.12,protein_coding,Ampd1,0.021423693961755225
ENSMUSG00000041261.9,protein_coding,Car8,0.021422964101518976
ENSMUSG00000008438.3,protein_coding,Adam21,0.02142065550849977
ENSMUSG00000035606.8,protein_coding,Ky,0.021419570096864175
ENSMUSG00000061787.15,protein_coding,Rps17,0.021406573331555722
ENSMUSG00000038541.7,protein_coding,Srd5a2,0.02139757827134827
ENSMUSG00000043424.10,protein_coding,Eif3j2,0.021387892070209392
ENSMUSG00000031847.8,protein_coding,1700030J22Rik,0.021381680999589977
ENSMUSG00000030432.12,protein_coding,Rpl28,0.021367438174578056
ENSMUSG00000028468.15,protein_coding,Rgp1,0.021352643938278768
ENSMUSG00000027403.12,protein_coding,Tgm6,0.021346889030705245
ENSMUSG00000038000.10,protein_coding,Acd,0.02134312107422754
ENSMUSG00000020495.13,protein_coding,Smg8,0.02133398833209245
ENSMUSG00000063535.7,protein_coding,Zfp773,0.021332033695495287
ENSMUSG00000040298.6,protein_coding,Btbd16,0.021306637650131875
ENSMUSG00000062300.14,protein_coding,Nectin2,0.021304259349049743
ENSMUSG00000032604.16,protein_coding,Qars,0.02129861667346097
ENSMUSG00000032259.8,protein_coding,Drd2,0.021290270971653476
ENSMUSG00000030669.13,protein_coding,Calca,0.021288041414693037
ENSMUSG00000040562.12,protein_coding,Gstm2,0.021273082633311468
ENSMUSG00000025732.5,protein_coding,Fam195a,0.021263363289630827
ENSMUSG00000038387.9,protein_coding,Rras,0.02125120429923045
ENSMUSG00000094595.1,protein_coding,Fsbp,0.021250471518556784
ENSMUSG00000054945.3,protein_coding,Gm9958,0.021247727116892982
ENSMUSG00000067916.9,protein_coding,Zfp991,0.02124648393973267
ENSMUSG00000040511.14,protein_coding,Pvr,0.021221130134108427
ENSMUSG00000103332.1,protein_coding,Pcdhga2,0.02121572426257628
ENSMUSG00000035504.16,protein_coding,Reep6,0.02121508280698697
ENSMUSG00000030359.14,protein_coding,Pzp,0.021214753429222088
ENSMUSG00000010376.14,protein_coding,Nedd8,0.021213419410613717
ENSMUSG00000003134.10,protein_coding,Tbc1d8,0.021207141770212753
ENSMUSG00000029346.12,protein_coding,Srrd,0.021193631477188713
ENSMUSG00000055976.6,protein_coding,Cldn23,0.021185945225209026
ENSMUSG00000020689.4,protein_coding,Itgb3,0.0211856754189476
ENSMUSG00000038646.13,protein_coding,Fam103a1,0.021185372822313836
ENSMUSG00000021123.12,protein_coding,Rdh12,0.021163922330262826
ENSMUSG00000067924.4,protein_coding,Cxx1b,0.021159459694263423
ENSMUSG00000033788.15,protein_coding,Dysf,0.02115614904214211
ENSMUSG00000071398.8,protein_coding,2410004P03Rik,0.021153744661615223
ENSMUSG00000031980.9,protein_coding,Agt,0.021142532137927564
ENSMUSG00000035337.3,protein_coding,Uchl4,0.02114233476311424
ENSMUSG00000042988.10,protein_coding,Notum,0.021118841016885236
ENSMUSG00000021054.5,protein_coding,Sgpp1,0.021107434012347992
ENSMUSG00000001524.14,protein_coding,Gtf2h4,0.021106137745420046
ENSMUSG00000021376.10,protein_coding,Tpmt,0.021096474110422824
ENSMUSG00000027401.9,protein_coding,Tgm3,0.021057071549136473
ENSMUSG00000040866.13,protein_coding,Rsph6a,0.02105282160301918
ENSMUSG00000042918.17,protein_coding,Mamstr,0.02104458947564731
ENSMUSG00000022217.14,protein_coding,Emc9,0.02104264353859018
ENSMUSG00000031897.9,protein_coding,Psmb10,0.021035748468600936
ENSMUSG00000018574.14,protein_coding,Acadvl,0.021028315269892375
ENSMUSG00000046470.5,protein_coding,Sox18,0.021012061703246515
ENSMUSG00000017723.11,protein_coding,Wfdc2,0.020997849265724625
ENSMUSG00000024992.12,protein_coding,Pde6c,0.020977116004351707
ENSMUSG00000041459.15,protein_coding,Tardbp,0.02097163745975756
ENSMUSG00000038721.8,protein_coding,Hoxb7,0.02096496999157347
ENSMUSG00000036855.3,protein_coding,Gjd4,0.020956227582471586
ENSMUSG00000040231.16,protein_coding,Syngr4,0.02095591975722179
ENSMUSG00000037278.9,protein_coding,Tmem97,0.020955003324059376
ENSMUSG00000046556.7,protein_coding,Zfp319,0.020935227702626437
ENSMUSG00000022305.12,protein_coding,Lrp12,0.020920070657313244
ENSMUSG00000020150.13,protein_coding,Gamt,0.02091869962540664
ENSMUSG00000052392.4,protein_coding,Acot4,0.020918404806353937
ENSMUSG00000028273.15,protein_coding,Pdlim5,0.020914225912333134
ENSMUSG00000074899.4,protein_coding,Sptbn5,0.020912290806210494
ENSMUSG00000022671.12,protein_coding,Mzt2,0.020906903435775726
ENSMUSG00000020226.9,protein_coding,Slc5a4b,0.020906118146883333
ENSMUSG00000015776.12,protein_coding,Med22,0.0208981472434268
ENSMUSG00000078812.10,protein_coding,Eif5a,0.0208919714918231
ENSMUSG00000044231.2,protein_coding,Nhlrc1,0.020883760696910635
ENSMUSG00000036151.15,protein_coding,Tm6sf2,0.02087316718448635
ENSMUSG00000007867.8,protein_coding,Ift43,0.020870830119030185
ENSMUSG00000023151.9,protein_coding,Lrrc69,0.020868820845188343
ENSMUSG00000002500.15,protein_coding,Rpl3l,0.020840112637328035
ENSMUSG00000020953.16,protein_coding,Coch,0.020838338991617106
ENSMUSG00000041781.8,protein_coding,Cpsf2,0.0208380796242558
ENSMUSG00000040380.13,protein_coding,Cbln3,0.02083445407490714
ENSMUSG00000039521.12,protein_coding,Foxp3,0.020827464028023015
ENSMUSG00000030888.14,protein_coding,Rrp8,0.02082040272899626
ENSMUSG00000039452.6,protein_coding,Snx22,0.02081364505971727
ENSMUSG00000030206.13,protein_coding,Gsg1,0.02078242636366172
ENSMUSG00000002307.15,protein_coding,Daxx,0.020781291963356152
ENSMUSG00000056824.15,protein_coding,Zfp663,0.020780123337644098
ENSMUSG00000035576.13,protein_coding,L3mbtl1,0.02077541514133221
ENSMUSG00000032900.14,protein_coding,Tex43,0.020768438222020836
ENSMUSG00000029098.16,protein_coding,Acox3,0.020759928033703356
ENSMUSG00000041616.9,protein_coding,Nppa,0.02075951976798777
ENSMUSG00000047264.8,protein_coding,Zfp358,0.020752434460978193
ENSMUSG00000061947.10,protein_coding,Serpina10,0.020749349935045555
ENSMUSG00000021903.11,protein_coding,Galnt15,0.020735692102063247
ENSMUSG00000042043.5,protein_coding,Tbca,0.02073060130107672
ENSMUSG00000086277.2,protein_coding,4930558K02Rik,0.020718273880742426
ENSMUSG00000050229.3,protein_coding,Pigm,0.020706230134623877
ENSMUSG00000033762.7,protein_coding,Recql4,0.020688456328224886
ENSMUSG00000033760.16,protein_coding,Rbm4b,0.020681665050081698
ENSMUSG00000053769.5,protein_coding,Lysmd1,0.020668520345318117
ENSMUSG00000032313.11,protein_coding,Tmem266,0.020648920872730903
ENSMUSG00000035860.8,protein_coding,Cdhr3,0.020648546269105585
ENSMUSG00000078817.4,protein_coding,Nlrp12,0.020637252676469722
ENSMUSG00000027434.11,protein_coding,Nkx2-2,0.020629031833011954
ENSMUSG00000019433.9,protein_coding,Gipc1,0.020618856617618822
ENSMUSG00000044024.15,protein_coding,Rell2,0.02060669705411469
ENSMUSG00000021702.7,protein_coding,Thbs4,0.020606579578760057
ENSMUSG00000009070.14,protein_coding,Rsph14,0.020583999595453154
ENSMUSG00000039670.2,protein_coding,Oxld1,0.020580322957984676
ENSMUSG00000039988.14,protein_coding,Ankrd13c,0.020579898258909213
ENSMUSG00000034998.18,protein_coding,Foxn2,0.020578387308586986
ENSMUSG00000042167.5,protein_coding,Papd4,0.020576276842488632
ENSMUSG00000038782.6,protein_coding,1700028J19Rik,0.020556192424768853
ENSMUSG00000075419.4,protein_coding,Dolk,0.02055366884723724
ENSMUSG00000060708.4,protein_coding,Bloc1s4,0.02054124126481216
ENSMUSG00000035960.13,protein_coding,Apex1,0.020530730563504147
ENSMUSG00000026368.6,protein_coding,F13b,0.02052590258165031
ENSMUSG00000034706.16,protein_coding,Dnaic2,0.02052086592649426
ENSMUSG00000016758.3,protein_coding,Bik,0.020500212771938257
ENSMUSG00000052105.16,protein_coding,Mtcl1,0.02049208602481244
ENSMUSG00000041548.4,protein_coding,Hspb8,0.020489070416807354
ENSMUSG00000004366.3,protein_coding,Sst,0.02048464454008602
ENSMUSG00000079679.3,protein_coding,Vwde,0.02048229579653443
ENSMUSG00000025318.13,protein_coding,Jph3,0.02048199594752767
ENSMUSG00000025279.7,protein_coding,Dnase1l3,0.020478459033474585
ENSMUSG00000032113.16,protein_coding,Chek1,0.02047120746920506
ENSMUSG00000063430.9,protein_coding,Wscd2,0.02046620107797857
ENSMUSG00000047789.4,protein_coding,Slc38a9,0.020465611464579522
ENSMUSG00000031824.15,protein_coding,6430548M08Rik,0.020450354172370164
ENSMUSG00000024914.16,protein_coding,Drap1,0.020440530753979412
ENSMUSG00000031639.12,protein_coding,Tlr3,0.020439420870158043
ENSMUSG00000002384.2,protein_coding,Bmp8b,0.020433980818714812
ENSMUSG00000073609.9,protein_coding,D2hgdh,0.02042296246759878
ENSMUSG00000027430.12,protein_coding,Dtd1,0.020416242028189004
ENSMUSG00000092032.1,protein_coding,Vmn2r59,0.020395091607309974
ENSMUSG00000037318.10,protein_coding,Traf3ip3,0.02038280449445313
ENSMUSG00000031274.16,protein_coding,Col4a5,0.020370397506615102
ENSMUSG00000025469.10,protein_coding,Msx3,0.020369406784794916
ENSMUSG00000047989.11,protein_coding,Ino80c,0.020316636640869256
ENSMUSG00000029345.13,protein_coding,Tfip11,0.02031299591442544
ENSMUSG00000034659.14,protein_coding,Tmem109,0.020312660804558312
ENSMUSG00000031487.5,protein_coding,Brf2,0.020307496943107555
ENSMUSG00000031482.9,protein_coding,Slc25a15,0.02030677695061612
ENSMUSG00000034282.3,protein_coding,Evpl,0.020298736764176605
ENSMUSG00000026471.14,protein_coding,Mr1,0.02029766848958038
ENSMUSG00000029875.4,protein_coding,Ccdc184,0.020295653194148895
ENSMUSG00000031766.4,protein_coding,Slc12a3,0.02029404031725954
ENSMUSG00000073591.4,protein_coding,Pcdhb22,0.020292043474288025
ENSMUSG00000028980.14,protein_coding,H6pd,0.02028850698858152
ENSMUSG00000008090.14,protein_coding,Fgfrl1,0.020288445263964675
ENSMUSG00000048938.12,protein_coding,Nr1h5,0.020281542916901832
ENSMUSG00000070304.12,protein_coding,Scn2b,0.0202812167694831
ENSMUSG00000030650.18,protein_coding,Tmc5,0.020271200957226766
ENSMUSG00000022755.4,protein_coding,Adgrg7,0.020268859635081186
ENSMUSG00000038046.4,protein_coding,Rnmtl1,0.020263179293313886
ENSMUSG00000047443.14,protein_coding,Fam132b,0.02023761446452573
ENSMUSG00000078612.9,protein_coding,1700024P16Rik,0.020229131728233787
ENSMUSG00000074569.4,protein_coding,Gcnt7,0.020186098458049372
ENSMUSG00000075224.8,protein_coding,Lrrc55,0.02018359226813432
ENSMUSG00000042116.3,protein_coding,Vwa1,0.020167705252003593
ENSMUSG00000023175.15,protein_coding,Bsg,0.02016570570358974
ENSMUSG00000047881.14,protein_coding,Rell1,0.02014297684820404
ENSMUSG00000013483.14,protein_coding,Card14,0.020133535319714162
ENSMUSG00000078348.4,protein_coding,Sf3b5,0.020129147376735792
ENSMUSG00000097185.1,protein_coding,Gm26596,0.020127286132687834
ENSMUSG00000056737.14,protein_coding,Capg,0.02011210920447435
ENSMUSG00000038822.15,protein_coding,Hace1,0.02010896525085701
ENSMUSG00000030606.8,protein_coding,Hapln3,0.020100072553660087
ENSMUSG00000032643.12,protein_coding,Fhl3,0.02009829052093578
ENSMUSG00000029377.5,protein_coding,Ereg,0.02009738803670863
ENSMUSG00000067194.6,protein_coding,Eif1ax,0.020095525300655795
ENSMUSG00000015165.16,protein_coding,Hnrnpl,0.020091791278310768
ENSMUSG00000037885.18,protein_coding,Stk35,0.020083938461385897
ENSMUSG00000053219.15,protein_coding,Raet1e,0.020079028918345933
ENSMUSG00000028950.3,protein_coding,Tas1r1,0.020074563999510155
ENSMUSG00000020072.14,protein_coding,Pbld2,0.020069892497097376
ENSMUSG00000033752.7,protein_coding,Mnd1,0.020065714144676068
ENSMUSG00000026255.15,protein_coding,Efhd1,0.020064786882553566
ENSMUSG00000041623.17,protein_coding,D11Wsu47e,0.02005701735982288
ENSMUSG00000021322.7,protein_coding,Aoah,0.02004849988308411
ENSMUSG00000074650.2,protein_coding,Gm10735,0.02002783277547344
ENSMUSG00000019815.6,protein_coding,Zc2hc1b,0.02001615570702793
ENSMUSG00000056131.13,protein_coding,Pgm3,0.02001345438423318
ENSMUSG00000076439.12,protein_coding,Mog,0.020011399558063102
ENSMUSG00000030588.12,protein_coding,Yif1b,0.02000983568799947
ENSMUSG00000020709.15,protein_coding,Adap2,0.01999213174143614
ENSMUSG00000025188.15,protein_coding,Hps1,0.019990113657112504
